Driver,Team,LapNumber,LapTimeSeconds,Compound,TyreLife,Stint,Position,Race
HAM,Mercedes,4.0,98.287,SOFT,7.0,1.0,9.0,Bahrain
HAM,Mercedes,5.0,98.35,SOFT,8.0,1.0,9.0,Bahrain
HAM,Mercedes,6.0,98.183,SOFT,9.0,1.0,9.0,Bahrain
HAM,Mercedes,7.0,97.839,SOFT,10.0,1.0,9.0,Bahrain
HAM,Mercedes,8.0,98.221,SOFT,11.0,1.0,9.0,Bahrain
HAM,Mercedes,9.0,98.645,SOFT,12.0,1.0,9.0,Bahrain
HAM,Mercedes,10.0,98.037,SOFT,13.0,1.0,8.0,Bahrain
HAM,Mercedes,11.0,98.236,SOFT,14.0,1.0,8.0,Bahrain
HAM,Mercedes,14.0,97.178,HARD,2.0,2.0,11.0,Bahrain
HAM,Mercedes,15.0,97.264,HARD,3.0,2.0,10.0,Bahrain
HAM,Mercedes,16.0,97.091,HARD,4.0,2.0,8.0,Bahrain
HAM,Mercedes,17.0,97.111,HARD,5.0,2.0,8.0,Bahrain
HAM,Mercedes,18.0,96.85,HARD,6.0,2.0,8.0,Bahrain
HAM,Mercedes,19.0,96.694,HARD,7.0,2.0,8.0,Bahrain
HAM,Mercedes,20.0,96.264,HARD,8.0,2.0,8.0,Bahrain
HAM,Mercedes,21.0,96.51,HARD,9.0,2.0,8.0,Bahrain
HAM,Mercedes,22.0,96.633,HARD,10.0,2.0,8.0,Bahrain
HAM,Mercedes,23.0,96.717,HARD,11.0,2.0,8.0,Bahrain
HAM,Mercedes,24.0,96.666,HARD,12.0,2.0,8.0,Bahrain
HAM,Mercedes,25.0,96.919,HARD,13.0,2.0,8.0,Bahrain
HAM,Mercedes,26.0,96.714,HARD,14.0,2.0,8.0,Bahrain
HAM,Mercedes,27.0,97.201,HARD,15.0,2.0,8.0,Bahrain
HAM,Mercedes,28.0,96.692,HARD,16.0,2.0,8.0,Bahrain
HAM,Mercedes,29.0,96.786,HARD,17.0,2.0,8.0,Bahrain
HAM,Mercedes,30.0,97.244,HARD,18.0,2.0,8.0,Bahrain
HAM,Mercedes,31.0,96.975,HARD,19.0,2.0,8.0,Bahrain
HAM,Mercedes,32.0,97.325,HARD,20.0,2.0,7.0,Bahrain
HAM,Mercedes,35.0,95.489,HARD,2.0,3.0,8.0,Bahrain
HAM,Mercedes,36.0,95.279,HARD,3.0,3.0,8.0,Bahrain
HAM,Mercedes,37.0,95.597,HARD,4.0,3.0,8.0,Bahrain
HAM,Mercedes,38.0,94.966,HARD,5.0,3.0,8.0,Bahrain
HAM,Mercedes,39.0,94.722,HARD,6.0,3.0,7.0,Bahrain
HAM,Mercedes,40.0,95.041,HARD,7.0,3.0,7.0,Bahrain
HAM,Mercedes,41.0,94.94,HARD,8.0,3.0,7.0,Bahrain
HAM,Mercedes,42.0,94.996,HARD,9.0,3.0,7.0,Bahrain
HAM,Mercedes,43.0,94.935,HARD,10.0,3.0,7.0,Bahrain
HAM,Mercedes,44.0,95.169,HARD,11.0,3.0,7.0,Bahrain
HAM,Mercedes,45.0,95.184,HARD,12.0,3.0,7.0,Bahrain
HAM,Mercedes,46.0,95.285,HARD,13.0,3.0,7.0,Bahrain
HAM,Mercedes,47.0,95.226,HARD,14.0,3.0,7.0,Bahrain
HAM,Mercedes,48.0,96.165,HARD,15.0,3.0,7.0,Bahrain
HAM,Mercedes,49.0,95.914,HARD,16.0,3.0,7.0,Bahrain
HAM,Mercedes,50.0,95.612,HARD,17.0,3.0,7.0,Bahrain
HAM,Mercedes,51.0,95.532,HARD,18.0,3.0,7.0,Bahrain
HAM,Mercedes,52.0,95.479,HARD,19.0,3.0,7.0,Bahrain
HAM,Mercedes,53.0,95.55,HARD,20.0,3.0,7.0,Bahrain
HAM,Mercedes,54.0,95.974,HARD,21.0,3.0,7.0,Bahrain
HAM,Mercedes,55.0,95.633,HARD,22.0,3.0,7.0,Bahrain
HAM,Mercedes,56.0,95.706,HARD,23.0,3.0,7.0,Bahrain
HAM,Mercedes,57.0,96.138,HARD,24.0,3.0,7.0,Bahrain
HUL,Haas F1 Team,3.0,97.317,HARD,2.0,2.0,20.0,Bahrain
HUL,Haas F1 Team,4.0,97.349,HARD,3.0,2.0,20.0,Bahrain
HUL,Haas F1 Team,5.0,97.663,HARD,4.0,2.0,20.0,Bahrain
HUL,Haas F1 Team,6.0,97.896,HARD,5.0,2.0,20.0,Bahrain
HUL,Haas F1 Team,7.0,97.682,HARD,6.0,2.0,20.0,Bahrain
HUL,Haas F1 Team,8.0,97.82,HARD,7.0,2.0,20.0,Bahrain
HUL,Haas F1 Team,9.0,97.883,HARD,8.0,2.0,20.0,Bahrain
HUL,Haas F1 Team,10.0,98.37,HARD,9.0,2.0,19.0,Bahrain
HUL,Haas F1 Team,11.0,97.638,HARD,10.0,2.0,19.0,Bahrain
HUL,Haas F1 Team,12.0,97.706,HARD,11.0,2.0,19.0,Bahrain
HUL,Haas F1 Team,13.0,97.801,HARD,12.0,2.0,17.0,Bahrain
HUL,Haas F1 Team,14.0,97.879,HARD,13.0,2.0,17.0,Bahrain
HUL,Haas F1 Team,15.0,98.11,HARD,14.0,2.0,17.0,Bahrain
HUL,Haas F1 Team,16.0,97.796,HARD,15.0,2.0,17.0,Bahrain
HUL,Haas F1 Team,17.0,97.891,HARD,16.0,2.0,17.0,Bahrain
HUL,Haas F1 Team,18.0,98.216,HARD,17.0,2.0,17.0,Bahrain
HUL,Haas F1 Team,19.0,97.862,HARD,18.0,2.0,17.0,Bahrain
HUL,Haas F1 Team,22.0,96.858,HARD,2.0,3.0,19.0,Bahrain
HUL,Haas F1 Team,23.0,96.725,HARD,3.0,3.0,19.0,Bahrain
HUL,Haas F1 Team,24.0,96.626,HARD,4.0,3.0,19.0,Bahrain
HUL,Haas F1 Team,25.0,96.652,HARD,5.0,3.0,19.0,Bahrain
HUL,Haas F1 Team,26.0,96.548,HARD,6.0,3.0,19.0,Bahrain
HUL,Haas F1 Team,27.0,96.647,HARD,7.0,3.0,19.0,Bahrain
HUL,Haas F1 Team,28.0,97.254,HARD,8.0,3.0,19.0,Bahrain
HUL,Haas F1 Team,29.0,96.837,HARD,9.0,3.0,19.0,Bahrain
HUL,Haas F1 Team,30.0,96.691,HARD,10.0,3.0,19.0,Bahrain
HUL,Haas F1 Team,31.0,96.578,HARD,11.0,3.0,17.0,Bahrain
HUL,Haas F1 Team,32.0,96.935,HARD,12.0,3.0,16.0,Bahrain
HUL,Haas F1 Team,33.0,96.784,HARD,13.0,3.0,15.0,Bahrain
HUL,Haas F1 Team,34.0,96.692,HARD,14.0,3.0,15.0,Bahrain
HUL,Haas F1 Team,35.0,96.959,HARD,15.0,3.0,14.0,Bahrain
HUL,Haas F1 Team,36.0,96.795,HARD,16.0,3.0,13.0,Bahrain
HUL,Haas F1 Team,37.0,96.723,HARD,17.0,3.0,12.0,Bahrain
HUL,Haas F1 Team,38.0,100.083,HARD,18.0,3.0,14.0,Bahrain
HUL,Haas F1 Team,39.0,97.476,HARD,19.0,3.0,14.0,Bahrain
HUL,Haas F1 Team,40.0,97.088,HARD,20.0,3.0,14.0,Bahrain
HUL,Haas F1 Team,43.0,95.76,SOFT,3.0,4.0,18.0,Bahrain
HUL,Haas F1 Team,44.0,95.59,SOFT,4.0,4.0,17.0,Bahrain
HUL,Haas F1 Team,45.0,95.119,SOFT,5.0,4.0,17.0,Bahrain
HUL,Haas F1 Team,46.0,94.834,SOFT,6.0,4.0,17.0,Bahrain
HUL,Haas F1 Team,47.0,95.226,SOFT,7.0,4.0,17.0,Bahrain
HUL,Haas F1 Team,48.0,95.146,SOFT,8.0,4.0,17.0,Bahrain
HUL,Haas F1 Team,49.0,95.494,SOFT,9.0,4.0,17.0,Bahrain
HUL,Haas F1 Team,50.0,95.167,SOFT,10.0,4.0,16.0,Bahrain
HUL,Haas F1 Team,51.0,95.529,SOFT,11.0,4.0,16.0,Bahrain
HUL,Haas F1 Team,52.0,95.921,SOFT,12.0,4.0,16.0,Bahrain
HUL,Haas F1 Team,53.0,95.994,SOFT,13.0,4.0,16.0,Bahrain
HUL,Haas F1 Team,54.0,95.786,SOFT,14.0,4.0,16.0,Bahrain
HUL,Haas F1 Team,55.0,95.736,SOFT,15.0,4.0,16.0,Bahrain
HUL,Haas F1 Team,56.0,95.602,SOFT,16.0,4.0,16.0,Bahrain
LEC,Ferrari,1.0,98.271,SOFT,4.0,1.0,2.0,Bahrain
LEC,Ferrari,2.0,96.862,SOFT,5.0,1.0,2.0,Bahrain
LEC,Ferrari,3.0,98.062,SOFT,6.0,1.0,3.0,Bahrain
LEC,Ferrari,4.0,97.752,SOFT,7.0,1.0,3.0,Bahrain
LEC,Ferrari,5.0,98.131,SOFT,8.0,1.0,3.0,Bahrain
LEC,Ferrari,6.0,97.782,SOFT,9.0,1.0,3.0,Bahrain
LEC,Ferrari,7.0,98.957,SOFT,10.0,1.0,4.0,Bahrain
LEC,Ferrari,8.0,98.136,SOFT,11.0,1.0,4.0,Bahrain
LEC,Ferrari,9.0,97.844,SOFT,12.0,1.0,4.0,Bahrain
LEC,Ferrari,10.0,97.884,SOFT,13.0,1.0,4.0,Bahrain
LEC,Ferrari,13.0,96.432,HARD,2.0,2.0,9.0,Bahrain
LEC,Ferrari,14.0,96.756,HARD,3.0,2.0,8.0,Bahrain
LEC,Ferrari,15.0,96.813,HARD,4.0,2.0,6.0,Bahrain
LEC,Ferrari,16.0,96.673,HARD,5.0,2.0,4.0,Bahrain
LEC,Ferrari,17.0,97.302,HARD,6.0,2.0,5.0,Bahrain
LEC,Ferrari,18.0,97.438,HARD,7.0,2.0,5.0,Bahrain
LEC,Ferrari,19.0,96.821,HARD,8.0,2.0,5.0,Bahrain
LEC,Ferrari,20.0,96.794,HARD,9.0,2.0,5.0,Bahrain
LEC,Ferrari,21.0,96.977,HARD,10.0,2.0,5.0,Bahrain
LEC,Ferrari,22.0,96.796,HARD,11.0,2.0,5.0,Bahrain
LEC,Ferrari,23.0,96.987,HARD,12.0,2.0,5.0,Bahrain
LEC,Ferrari,24.0,96.924,HARD,13.0,2.0,5.0,Bahrain
LEC,Ferrari,25.0,96.76,HARD,14.0,2.0,5.0,Bahrain
LEC,Ferrari,26.0,96.81,HARD,15.0,2.0,5.0,Bahrain
LEC,Ferrari,27.0,96.831,HARD,16.0,2.0,5.0,Bahrain
LEC,Ferrari,28.0,96.907,HARD,17.0,2.0,5.0,Bahrain
LEC,Ferrari,29.0,96.963,HARD,18.0,2.0,5.0,Bahrain
LEC,Ferrari,30.0,97.158,HARD,19.0,2.0,5.0,Bahrain
LEC,Ferrari,31.0,97.031,HARD,20.0,2.0,4.0,Bahrain
LEC,Ferrari,32.0,96.941,HARD,21.0,2.0,4.0,Bahrain
LEC,Ferrari,33.0,96.741,HARD,22.0,2.0,4.0,Bahrain
LEC,Ferrari,36.0,94.09,HARD,2.0,3.0,5.0,Bahrain
LEC,Ferrari,37.0,94.897,HARD,3.0,3.0,5.0,Bahrain
LEC,Ferrari,38.0,94.783,HARD,4.0,3.0,5.0,Bahrain
LEC,Ferrari,39.0,95.087,HARD,5.0,3.0,5.0,Bahrain
LEC,Ferrari,40.0,94.859,HARD,6.0,3.0,5.0,Bahrain
LEC,Ferrari,41.0,95.028,HARD,7.0,3.0,5.0,Bahrain
LEC,Ferrari,42.0,94.982,HARD,8.0,3.0,5.0,Bahrain
LEC,Ferrari,43.0,95.192,HARD,9.0,3.0,5.0,Bahrain
LEC,Ferrari,44.0,95.051,HARD,10.0,3.0,5.0,Bahrain
LEC,Ferrari,45.0,95.22,HARD,11.0,3.0,5.0,Bahrain
LEC,Ferrari,46.0,95.058,HARD,12.0,3.0,4.0,Bahrain
LEC,Ferrari,47.0,95.057,HARD,13.0,3.0,4.0,Bahrain
LEC,Ferrari,48.0,95.308,HARD,14.0,3.0,4.0,Bahrain
LEC,Ferrari,49.0,95.302,HARD,15.0,3.0,4.0,Bahrain
LEC,Ferrari,50.0,95.383,HARD,16.0,3.0,4.0,Bahrain
LEC,Ferrari,51.0,95.418,HARD,17.0,3.0,4.0,Bahrain
LEC,Ferrari,52.0,95.394,HARD,18.0,3.0,4.0,Bahrain
LEC,Ferrari,53.0,95.48,HARD,19.0,3.0,4.0,Bahrain
LEC,Ferrari,54.0,95.265,HARD,20.0,3.0,4.0,Bahrain
LEC,Ferrari,55.0,95.785,HARD,21.0,3.0,4.0,Bahrain
LEC,Ferrari,56.0,95.924,HARD,22.0,3.0,4.0,Bahrain
LEC,Ferrari,57.0,96.324,HARD,23.0,3.0,4.0,Bahrain
MAG,Haas F1 Team,1.0,104.349,SOFT,1.0,1.0,12.0,Bahrain
MAG,Haas F1 Team,2.0,98.911,SOFT,2.0,1.0,12.0,Bahrain
MAG,Haas F1 Team,3.0,98.399,SOFT,3.0,1.0,12.0,Bahrain
MAG,Haas F1 Team,4.0,98.497,SOFT,4.0,1.0,12.0,Bahrain
MAG,Haas F1 Team,5.0,98.576,SOFT,5.0,1.0,12.0,Bahrain
MAG,Haas F1 Team,6.0,98.529,SOFT,6.0,1.0,12.0,Bahrain
MAG,Haas F1 Team,7.0,100.058,SOFT,7.0,1.0,12.0,Bahrain
MAG,Haas F1 Team,8.0,99.172,SOFT,8.0,1.0,12.0,Bahrain
MAG,Haas F1 Team,9.0,98.861,SOFT,9.0,1.0,12.0,Bahrain
MAG,Haas F1 Team,10.0,98.747,SOFT,10.0,1.0,12.0,Bahrain
MAG,Haas F1 Team,13.0,96.89,HARD,2.0,2.0,15.0,Bahrain
MAG,Haas F1 Team,14.0,97.59,HARD,3.0,2.0,14.0,Bahrain
MAG,Haas F1 Team,15.0,98.332,HARD,4.0,2.0,14.0,Bahrain
MAG,Haas F1 Team,16.0,97.749,HARD,5.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,17.0,98.282,HARD,6.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,18.0,97.583,HARD,7.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,19.0,97.792,HARD,8.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,20.0,98.062,HARD,9.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,21.0,98.01,HARD,10.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,22.0,98.147,HARD,11.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,23.0,98.293,HARD,12.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,24.0,98.156,HARD,13.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,25.0,98.29,HARD,14.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,26.0,98.093,HARD,15.0,2.0,13.0,Bahrain
MAG,Haas F1 Team,27.0,98.226,HARD,16.0,2.0,12.0,Bahrain
MAG,Haas F1 Team,28.0,97.936,HARD,17.0,2.0,12.0,Bahrain
MAG,Haas F1 Team,29.0,97.965,HARD,18.0,2.0,11.0,Bahrain
MAG,Haas F1 Team,30.0,98.04,HARD,19.0,2.0,11.0,Bahrain
MAG,Haas F1 Team,31.0,98.0,HARD,20.0,2.0,11.0,Bahrain
MAG,Haas F1 Team,34.0,95.57,HARD,2.0,3.0,16.0,Bahrain
MAG,Haas F1 Team,35.0,95.698,HARD,3.0,3.0,16.0,Bahrain
MAG,Haas F1 Team,36.0,95.851,HARD,4.0,3.0,14.0,Bahrain
MAG,Haas F1 Team,37.0,95.741,HARD,5.0,3.0,13.0,Bahrain
MAG,Haas F1 Team,38.0,96.042,HARD,6.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,39.0,95.876,HARD,7.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,40.0,96.071,HARD,8.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,41.0,96.34,HARD,9.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,42.0,96.31,HARD,10.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,43.0,96.232,HARD,11.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,44.0,96.249,HARD,12.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,45.0,96.349,HARD,13.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,46.0,96.446,HARD,14.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,47.0,96.454,HARD,15.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,48.0,96.679,HARD,16.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,49.0,96.842,HARD,17.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,50.0,97.035,HARD,18.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,51.0,96.929,HARD,19.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,52.0,96.93,HARD,20.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,53.0,97.958,HARD,21.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,54.0,96.89,HARD,22.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,55.0,97.457,HARD,23.0,3.0,12.0,Bahrain
MAG,Haas F1 Team,56.0,97.584,HARD,24.0,3.0,12.0,Bahrain
NOR,McLaren,1.0,102.168,SOFT,4.0,1.0,7.0,Bahrain
NOR,McLaren,2.0,98.01,SOFT,5.0,1.0,7.0,Bahrain
NOR,McLaren,3.0,97.787,SOFT,6.0,1.0,6.0,Bahrain
NOR,McLaren,4.0,97.45,SOFT,7.0,1.0,6.0,Bahrain
NOR,McLaren,5.0,97.794,SOFT,8.0,1.0,6.0,Bahrain
NOR,McLaren,6.0,97.896,SOFT,9.0,1.0,6.0,Bahrain
NOR,McLaren,7.0,97.86,SOFT,10.0,1.0,6.0,Bahrain
NOR,McLaren,8.0,98.134,SOFT,11.0,1.0,6.0,Bahrain
NOR,McLaren,9.0,98.064,SOFT,12.0,1.0,6.0,Bahrain
NOR,McLaren,10.0,97.936,SOFT,13.0,1.0,6.0,Bahrain
NOR,McLaren,11.0,98.172,SOFT,14.0,1.0,5.0,Bahrain
NOR,McLaren,12.0,98.082,SOFT,15.0,1.0,4.0,Bahrain
NOR,McLaren,15.0,96.912,HARD,2.0,2.0,8.0,Bahrain
NOR,McLaren,16.0,96.565,HARD,3.0,2.0,6.0,Bahrain
NOR,McLaren,17.0,96.776,HARD,4.0,2.0,6.0,Bahrain
NOR,McLaren,18.0,96.508,HARD,5.0,2.0,6.0,Bahrain
NOR,McLaren,19.0,96.416,HARD,6.0,2.0,6.0,Bahrain
NOR,McLaren,20.0,96.501,HARD,7.0,2.0,6.0,Bahrain
NOR,McLaren,21.0,96.62,HARD,8.0,2.0,6.0,Bahrain
NOR,McLaren,22.0,96.668,HARD,9.0,2.0,6.0,Bahrain
NOR,McLaren,23.0,96.696,HARD,10.0,2.0,6.0,Bahrain
NOR,McLaren,24.0,96.823,HARD,11.0,2.0,6.0,Bahrain
NOR,McLaren,25.0,96.73,HARD,12.0,2.0,6.0,Bahrain
NOR,McLaren,26.0,96.566,HARD,13.0,2.0,6.0,Bahrain
NOR,McLaren,27.0,96.726,HARD,14.0,2.0,6.0,Bahrain
NOR,McLaren,28.0,97.018,HARD,15.0,2.0,6.0,Bahrain
NOR,McLaren,29.0,97.041,HARD,16.0,2.0,6.0,Bahrain
NOR,McLaren,30.0,96.986,HARD,17.0,2.0,6.0,Bahrain
NOR,McLaren,31.0,97.083,HARD,18.0,2.0,6.0,Bahrain
NOR,McLaren,32.0,97.171,HARD,19.0,2.0,5.0,Bahrain
NOR,McLaren,35.0,94.476,HARD,2.0,3.0,7.0,Bahrain
NOR,McLaren,36.0,95.69,HARD,3.0,3.0,6.0,Bahrain
NOR,McLaren,37.0,95.067,HARD,4.0,3.0,6.0,Bahrain
NOR,McLaren,38.0,95.149,HARD,5.0,3.0,6.0,Bahrain
NOR,McLaren,39.0,94.88,HARD,6.0,3.0,6.0,Bahrain
NOR,McLaren,40.0,95.276,HARD,7.0,3.0,6.0,Bahrain
NOR,McLaren,41.0,95.069,HARD,8.0,3.0,6.0,Bahrain
NOR,McLaren,42.0,95.165,HARD,9.0,3.0,6.0,Bahrain
NOR,McLaren,43.0,95.295,HARD,10.0,3.0,6.0,Bahrain
NOR,McLaren,44.0,95.346,HARD,11.0,3.0,6.0,Bahrain
NOR,McLaren,45.0,95.338,HARD,12.0,3.0,6.0,Bahrain
NOR,McLaren,46.0,95.371,HARD,13.0,3.0,6.0,Bahrain
NOR,McLaren,47.0,95.485,HARD,14.0,3.0,6.0,Bahrain
NOR,McLaren,48.0,95.717,HARD,15.0,3.0,6.0,Bahrain
NOR,McLaren,49.0,95.674,HARD,16.0,3.0,6.0,Bahrain
NOR,McLaren,50.0,95.657,HARD,17.0,3.0,6.0,Bahrain
NOR,McLaren,51.0,96.038,HARD,18.0,3.0,6.0,Bahrain
NOR,McLaren,52.0,95.922,HARD,19.0,3.0,6.0,Bahrain
NOR,McLaren,53.0,95.782,HARD,20.0,3.0,6.0,Bahrain
NOR,McLaren,54.0,95.934,HARD,21.0,3.0,6.0,Bahrain
NOR,McLaren,55.0,96.223,HARD,22.0,3.0,6.0,Bahrain
NOR,McLaren,56.0,95.976,HARD,23.0,3.0,6.0,Bahrain
NOR,McLaren,57.0,96.582,HARD,24.0,3.0,6.0,Bahrain
OCO,Alpine,1.0,106.657,SOFT,1.0,1.0,16.0,Bahrain
OCO,Alpine,2.0,99.094,SOFT,2.0,1.0,16.0,Bahrain
OCO,Alpine,3.0,98.771,SOFT,3.0,1.0,16.0,Bahrain
OCO,Alpine,4.0,98.625,SOFT,4.0,1.0,16.0,Bahrain
OCO,Alpine,5.0,98.64,SOFT,5.0,1.0,16.0,Bahrain
OCO,Alpine,6.0,98.874,SOFT,6.0,1.0,16.0,Bahrain
OCO,Alpine,7.0,99.152,SOFT,7.0,1.0,16.0,Bahrain
OCO,Alpine,8.0,99.422,SOFT,8.0,1.0,16.0,Bahrain
OCO,Alpine,9.0,99.312,SOFT,9.0,1.0,15.0,Bahrain
OCO,Alpine,12.0,97.599,HARD,2.0,2.0,18.0,Bahrain
OCO,Alpine,13.0,97.363,HARD,3.0,2.0,16.0,Bahrain
OCO,Alpine,14.0,97.537,HARD,4.0,2.0,15.0,Bahrain
OCO,Alpine,15.0,97.843,HARD,5.0,2.0,15.0,Bahrain
OCO,Alpine,16.0,97.902,HARD,6.0,2.0,14.0,Bahrain
OCO,Alpine,17.0,98.911,HARD,7.0,2.0,15.0,Bahrain
OCO,Alpine,18.0,98.12,HARD,8.0,2.0,15.0,Bahrain
OCO,Alpine,19.0,98.332,HARD,9.0,2.0,15.0,Bahrain
OCO,Alpine,20.0,98.185,HARD,10.0,2.0,15.0,Bahrain
OCO,Alpine,21.0,99.363,HARD,11.0,2.0,16.0,Bahrain
OCO,Alpine,22.0,98.655,HARD,12.0,2.0,16.0,Bahrain
OCO,Alpine,23.0,98.407,HARD,13.0,2.0,16.0,Bahrain
OCO,Alpine,24.0,98.42,HARD,14.0,2.0,16.0,Bahrain
OCO,Alpine,25.0,98.494,HARD,15.0,2.0,16.0,Bahrain
OCO,Alpine,26.0,98.665,HARD,16.0,2.0,16.0,Bahrain
OCO,Alpine,27.0,98.549,HARD,17.0,2.0,16.0,Bahrain
OCO,Alpine,28.0,98.372,HARD,18.0,2.0,15.0,Bahrain
OCO,Alpine,29.0,98.556,HARD,19.0,2.0,14.0,Bahrain
OCO,Alpine,32.0,96.887,HARD,2.0,3.0,17.0,Bahrain
OCO,Alpine,33.0,96.704,HARD,3.0,3.0,17.0,Bahrain
OCO,Alpine,34.0,96.226,HARD,4.0,3.0,17.0,Bahrain
OCO,Alpine,35.0,96.354,HARD,5.0,3.0,17.0,Bahrain
OCO,Alpine,36.0,97.229,HARD,6.0,3.0,17.0,Bahrain
OCO,Alpine,37.0,96.58,HARD,7.0,3.0,17.0,Bahrain
OCO,Alpine,38.0,96.814,HARD,8.0,3.0,17.0,Bahrain
OCO,Alpine,39.0,96.552,HARD,9.0,3.0,17.0,Bahrain
OCO,Alpine,40.0,96.608,HARD,10.0,3.0,17.0,Bahrain
OCO,Alpine,41.0,96.621,HARD,11.0,3.0,17.0,Bahrain
OCO,Alpine,42.0,96.592,HARD,12.0,3.0,16.0,Bahrain
OCO,Alpine,43.0,96.679,HARD,13.0,3.0,16.0,Bahrain
OCO,Alpine,44.0,96.649,HARD,14.0,3.0,16.0,Bahrain
OCO,Alpine,45.0,98.049,HARD,15.0,3.0,16.0,Bahrain
OCO,Alpine,46.0,96.975,HARD,16.0,3.0,16.0,Bahrain
OCO,Alpine,47.0,96.656,HARD,17.0,3.0,16.0,Bahrain
OCO,Alpine,48.0,97.117,HARD,18.0,3.0,16.0,Bahrain
OCO,Alpine,49.0,97.726,HARD,19.0,3.0,16.0,Bahrain
OCO,Alpine,50.0,97.784,HARD,20.0,3.0,17.0,Bahrain
OCO,Alpine,51.0,97.091,HARD,21.0,3.0,17.0,Bahrain
OCO,Alpine,52.0,98.631,HARD,22.0,3.0,17.0,Bahrain
OCO,Alpine,53.0,97.145,HARD,23.0,3.0,17.0,Bahrain
OCO,Alpine,54.0,98.707,HARD,24.0,3.0,17.0,Bahrain
OCO,Alpine,55.0,97.393,HARD,25.0,3.0,17.0,Bahrain
OCO,Alpine,56.0,97.415,HARD,26.0,3.0,17.0,Bahrain
PER,Red Bull Racing,1.0,100.053,SOFT,4.0,1.0,4.0,Bahrain
PER,Red Bull Racing,2.0,96.541,SOFT,5.0,1.0,4.0,Bahrain
PER,Red Bull Racing,3.0,97.297,SOFT,6.0,1.0,4.0,Bahrain
PER,Red Bull Racing,4.0,97.722,SOFT,7.0,1.0,4.0,Bahrain
PER,Red Bull Racing,5.0,98.044,SOFT,8.0,1.0,4.0,Bahrain
PER,Red Bull Racing,6.0,97.823,SOFT,9.0,1.0,4.0,Bahrain
PER,Red Bull Racing,7.0,97.821,SOFT,10.0,1.0,3.0,Bahrain
PER,Red Bull Racing,8.0,97.838,SOFT,11.0,1.0,3.0,Bahrain
PER,Red Bull Racing,9.0,97.596,SOFT,12.0,1.0,3.0,Bahrain
PER,Red Bull Racing,10.0,97.63,SOFT,13.0,1.0,3.0,Bahrain
PER,Red Bull Racing,11.0,97.836,SOFT,14.0,1.0,2.0,Bahrain
PER,Red Bull Racing,14.0,95.606,HARD,2.0,2.0,6.0,Bahrain
PER,Red Bull Racing,15.0,96.815,HARD,3.0,2.0,3.0,Bahrain
PER,Red Bull Racing,16.0,95.783,HARD,4.0,2.0,2.0,Bahrain
PER,Red Bull Racing,17.0,96.454,HARD,5.0,2.0,2.0,Bahrain
PER,Red Bull Racing,18.0,96.311,HARD,6.0,2.0,2.0,Bahrain
PER,Red Bull Racing,19.0,96.038,HARD,7.0,2.0,2.0,Bahrain
PER,Red Bull Racing,20.0,96.278,HARD,8.0,2.0,2.0,Bahrain
PER,Red Bull Racing,21.0,96.165,HARD,9.0,2.0,2.0,Bahrain
PER,Red Bull Racing,22.0,96.037,HARD,10.0,2.0,2.0,Bahrain
PER,Red Bull Racing,23.0,96.249,HARD,11.0,2.0,2.0,Bahrain
PER,Red Bull Racing,24.0,96.211,HARD,12.0,2.0,2.0,Bahrain
PER,Red Bull Racing,25.0,96.344,HARD,13.0,2.0,2.0,Bahrain
PER,Red Bull Racing,26.0,96.347,HARD,14.0,2.0,2.0,Bahrain
PER,Red Bull Racing,27.0,96.233,HARD,15.0,2.0,2.0,Bahrain
PER,Red Bull Racing,28.0,96.226,HARD,16.0,2.0,2.0,Bahrain
PER,Red Bull Racing,29.0,96.437,HARD,17.0,2.0,2.0,Bahrain
PER,Red Bull Racing,30.0,96.313,HARD,18.0,2.0,2.0,Bahrain
PER,Red Bull Racing,31.0,96.339,HARD,19.0,2.0,2.0,Bahrain
PER,Red Bull Racing,32.0,96.276,HARD,20.0,2.0,2.0,Bahrain
