Driver,Team,LapNumber,LapTimeSeconds,Compound,TyreLife,Stint,Position,Race
PIA,McLaren,16.0,82.015,HARD,8.0,2.0,4.0,Australia
PIA,McLaren,18.0,88.994,HARD,10.0,2.0,3.0,Australia
PIA,McLaren,19.0,81.871,HARD,11.0,2.0,3.0,Australia
PIA,McLaren,20.0,82.085,HARD,12.0,2.0,3.0,Australia
PIA,McLaren,21.0,81.923,HARD,13.0,2.0,3.0,Australia
PIA,McLaren,22.0,82.013,HARD,14.0,2.0,3.0,Australia
PIA,McLaren,23.0,81.817,HARD,15.0,2.0,3.0,Australia
PIA,McLaren,24.0,81.83,HARD,16.0,2.0,3.0,Australia
PIA,McLaren,25.0,81.597,HARD,17.0,2.0,3.0,Australia
PIA,McLaren,26.0,82.243,HARD,18.0,2.0,3.0,Australia
PIA,McLaren,27.0,82.287,HARD,19.0,2.0,3.0,Australia
PIA,McLaren,28.0,82.204,HARD,20.0,2.0,3.0,Australia
PIA,McLaren,29.0,83.479,HARD,21.0,2.0,4.0,Australia
PIA,McLaren,30.0,82.52,HARD,22.0,2.0,4.0,Australia
PIA,McLaren,31.0,82.133,HARD,23.0,2.0,4.0,Australia
PIA,McLaren,32.0,81.989,HARD,24.0,2.0,4.0,Australia
PIA,McLaren,33.0,82.1,HARD,25.0,2.0,4.0,Australia
PIA,McLaren,34.0,82.238,HARD,26.0,2.0,3.0,Australia
PIA,McLaren,35.0,82.059,HARD,27.0,2.0,3.0,Australia
PIA,McLaren,36.0,82.047,HARD,28.0,2.0,3.0,Australia
PIA,McLaren,37.0,81.89,HARD,29.0,2.0,3.0,Australia
PIA,McLaren,38.0,85.203,HARD,30.0,2.0,3.0,Australia
PIA,McLaren,41.0,81.424,HARD,3.0,3.0,4.0,Australia
PIA,McLaren,42.0,81.08,HARD,4.0,3.0,4.0,Australia
PIA,McLaren,43.0,80.485,HARD,5.0,3.0,4.0,Australia
PIA,McLaren,44.0,80.395,HARD,6.0,3.0,4.0,Australia
PIA,McLaren,45.0,80.223,HARD,7.0,3.0,4.0,Australia
PIA,McLaren,46.0,80.615,HARD,8.0,3.0,4.0,Australia
PIA,McLaren,47.0,80.682,HARD,9.0,3.0,4.0,Australia
PIA,McLaren,48.0,80.588,HARD,10.0,3.0,4.0,Australia
PIA,McLaren,49.0,80.352,HARD,11.0,3.0,4.0,Australia
PIA,McLaren,50.0,80.496,HARD,12.0,3.0,4.0,Australia
PIA,McLaren,51.0,80.718,HARD,13.0,3.0,4.0,Australia
PIA,McLaren,52.0,80.295,HARD,14.0,3.0,4.0,Australia
PIA,McLaren,53.0,80.308,HARD,15.0,3.0,4.0,Australia
PIA,McLaren,54.0,80.199,HARD,16.0,3.0,4.0,Australia
PIA,McLaren,55.0,80.754,HARD,17.0,3.0,4.0,Australia
PIA,McLaren,56.0,80.357,HARD,18.0,3.0,4.0,Australia
PIA,McLaren,57.0,85.255,HARD,19.0,3.0,4.0,Australia
RIC,RB,2.0,84.826,SOFT,2.0,1.0,18.0,Australia
RIC,RB,3.0,83.84,SOFT,3.0,1.0,18.0,Australia
RIC,RB,4.0,84.095,SOFT,4.0,1.0,17.0,Australia
RIC,RB,7.0,84.04,HARD,2.0,2.0,17.0,Australia
RIC,RB,8.0,83.608,HARD,3.0,2.0,16.0,Australia
RIC,RB,9.0,83.491,HARD,4.0,2.0,16.0,Australia
RIC,RB,10.0,83.245,HARD,5.0,2.0,16.0,Australia
RIC,RB,11.0,83.083,HARD,6.0,2.0,16.0,Australia
RIC,RB,12.0,83.058,HARD,7.0,2.0,16.0,Australia
RIC,RB,13.0,82.904,HARD,8.0,2.0,16.0,Australia
RIC,RB,14.0,82.877,HARD,9.0,2.0,16.0,Australia
RIC,RB,15.0,82.83,HARD,10.0,2.0,16.0,Australia
RIC,RB,16.0,83.143,HARD,11.0,2.0,14.0,Australia
RIC,RB,18.0,85.117,HARD,13.0,2.0,13.0,Australia
RIC,RB,19.0,83.024,HARD,14.0,2.0,13.0,Australia
RIC,RB,20.0,83.127,HARD,15.0,2.0,13.0,Australia
RIC,RB,21.0,83.187,HARD,16.0,2.0,13.0,Australia
RIC,RB,22.0,83.105,HARD,17.0,2.0,13.0,Australia
RIC,RB,23.0,83.012,HARD,18.0,2.0,13.0,Australia
RIC,RB,24.0,83.292,HARD,19.0,2.0,13.0,Australia
RIC,RB,25.0,83.547,HARD,20.0,2.0,13.0,Australia
RIC,RB,26.0,83.357,HARD,21.0,2.0,13.0,Australia
RIC,RB,27.0,83.885,HARD,22.0,2.0,12.0,Australia
RIC,RB,28.0,83.863,HARD,23.0,2.0,12.0,Australia
RIC,RB,31.0,82.938,HARD,2.0,3.0,17.0,Australia
RIC,RB,32.0,82.738,HARD,3.0,3.0,17.0,Australia
RIC,RB,33.0,82.443,HARD,4.0,3.0,17.0,Australia
RIC,RB,34.0,82.709,HARD,5.0,3.0,17.0,Australia
RIC,RB,35.0,83.49,HARD,6.0,3.0,16.0,Australia
RIC,RB,36.0,85.131,HARD,7.0,3.0,15.0,Australia
RIC,RB,37.0,82.438,HARD,8.0,3.0,15.0,Australia
RIC,RB,38.0,82.38,HARD,9.0,3.0,14.0,Australia
RIC,RB,39.0,82.172,HARD,10.0,3.0,14.0,Australia
RIC,RB,40.0,81.387,HARD,11.0,3.0,14.0,Australia
RIC,RB,41.0,81.608,HARD,12.0,3.0,13.0,Australia
RIC,RB,42.0,81.888,HARD,13.0,3.0,13.0,Australia
RIC,RB,43.0,81.648,HARD,14.0,3.0,13.0,Australia
RIC,RB,44.0,81.313,HARD,15.0,3.0,13.0,Australia
RIC,RB,45.0,81.33,HARD,16.0,3.0,13.0,Australia
RIC,RB,46.0,81.239,HARD,17.0,3.0,13.0,Australia
RIC,RB,47.0,81.3,HARD,18.0,3.0,13.0,Australia
RIC,RB,48.0,81.492,HARD,19.0,3.0,13.0,Australia
RIC,RB,49.0,81.606,HARD,20.0,3.0,13.0,Australia
RIC,RB,50.0,81.782,HARD,21.0,3.0,13.0,Australia
RIC,RB,51.0,81.769,HARD,22.0,3.0,13.0,Australia
RIC,RB,52.0,81.884,HARD,23.0,3.0,13.0,Australia
RIC,RB,53.0,84.232,HARD,24.0,3.0,13.0,Australia
RIC,RB,54.0,82.568,HARD,25.0,3.0,13.0,Australia
RIC,RB,55.0,83.611,HARD,26.0,3.0,13.0,Australia
RIC,RB,56.0,83.839,HARD,27.0,3.0,13.0,Australia
RUS,Mercedes,2.0,83.347,MEDIUM,2.0,1.0,6.0,Australia
RUS,Mercedes,3.0,83.037,MEDIUM,3.0,1.0,6.0,Australia
RUS,Mercedes,4.0,83.571,MEDIUM,4.0,1.0,5.0,Australia
RUS,Mercedes,5.0,83.172,MEDIUM,5.0,1.0,5.0,Australia
RUS,Mercedes,6.0,83.119,MEDIUM,6.0,1.0,5.0,Australia
RUS,Mercedes,7.0,82.764,MEDIUM,7.0,1.0,5.0,Australia
RUS,Mercedes,10.0,82.737,HARD,2.0,2.0,9.0,Australia
RUS,Mercedes,11.0,82.716,HARD,3.0,2.0,9.0,Australia
RUS,Mercedes,12.0,83.022,HARD,4.0,2.0,9.0,Australia
RUS,Mercedes,13.0,83.438,HARD,5.0,2.0,9.0,Australia
RUS,Mercedes,14.0,83.39,HARD,6.0,2.0,9.0,Australia
RUS,Mercedes,15.0,84.086,HARD,7.0,2.0,8.0,Australia
RUS,Mercedes,16.0,83.366,HARD,8.0,2.0,7.0,Australia
RUS,Mercedes,18.0,87.166,HARD,10.0,2.0,6.0,Australia
RUS,Mercedes,19.0,82.4,HARD,11.0,2.0,6.0,Australia
RUS,Mercedes,20.0,82.434,HARD,12.0,2.0,6.0,Australia
RUS,Mercedes,21.0,83.429,HARD,13.0,2.0,7.0,Australia
RUS,Mercedes,22.0,82.838,HARD,14.0,2.0,7.0,Australia
RUS,Mercedes,23.0,83.012,HARD,15.0,2.0,7.0,Australia
RUS,Mercedes,24.0,82.942,HARD,16.0,2.0,7.0,Australia
RUS,Mercedes,25.0,82.703,HARD,17.0,2.0,7.0,Australia
RUS,Mercedes,26.0,82.885,HARD,18.0,2.0,7.0,Australia
RUS,Mercedes,27.0,83.138,HARD,19.0,2.0,7.0,Australia
RUS,Mercedes,28.0,83.096,HARD,20.0,2.0,7.0,Australia
RUS,Mercedes,29.0,82.663,HARD,21.0,2.0,7.0,Australia
RUS,Mercedes,30.0,82.663,HARD,22.0,2.0,7.0,Australia
RUS,Mercedes,31.0,82.515,HARD,23.0,2.0,7.0,Australia
RUS,Mercedes,32.0,82.71,HARD,24.0,2.0,7.0,Australia
RUS,Mercedes,33.0,82.461,HARD,25.0,2.0,7.0,Australia
RUS,Mercedes,34.0,82.353,HARD,26.0,2.0,7.0,Australia
RUS,Mercedes,35.0,82.591,HARD,27.0,2.0,6.0,Australia
RUS,Mercedes,36.0,82.537,HARD,28.0,2.0,6.0,Australia
RUS,Mercedes,37.0,82.408,HARD,29.0,2.0,6.0,Australia
RUS,Mercedes,38.0,82.175,HARD,30.0,2.0,6.0,Australia
RUS,Mercedes,39.0,82.167,HARD,31.0,2.0,6.0,Australia
RUS,Mercedes,40.0,82.473,HARD,32.0,2.0,6.0,Australia
RUS,Mercedes,41.0,82.319,HARD,33.0,2.0,5.0,Australia
RUS,Mercedes,42.0,82.257,HARD,34.0,2.0,5.0,Australia
RUS,Mercedes,43.0,82.111,HARD,35.0,2.0,5.0,Australia
RUS,Mercedes,44.0,82.097,HARD,36.0,2.0,5.0,Australia
RUS,Mercedes,47.0,80.326,HARD,2.0,3.0,7.0,Australia
RUS,Mercedes,48.0,80.739,HARD,3.0,3.0,7.0,Australia
RUS,Mercedes,49.0,80.808,HARD,4.0,3.0,7.0,Australia
RUS,Mercedes,50.0,80.982,HARD,5.0,3.0,7.0,Australia
RUS,Mercedes,51.0,80.695,HARD,6.0,3.0,7.0,Australia
RUS,Mercedes,52.0,80.529,HARD,7.0,3.0,7.0,Australia
RUS,Mercedes,53.0,80.284,HARD,8.0,3.0,7.0,Australia
RUS,Mercedes,54.0,81.194,HARD,9.0,3.0,7.0,Australia
RUS,Mercedes,55.0,80.791,HARD,10.0,3.0,7.0,Australia
RUS,Mercedes,56.0,80.655,HARD,11.0,3.0,7.0,Australia
SAI,Ferrari,1.0,88.375,MEDIUM,1.0,1.0,2.0,Australia
SAI,Ferrari,2.0,82.6,MEDIUM,2.0,1.0,1.0,Australia
SAI,Ferrari,3.0,83.006,MEDIUM,3.0,1.0,1.0,Australia
SAI,Ferrari,4.0,82.433,MEDIUM,4.0,1.0,1.0,Australia
SAI,Ferrari,5.0,82.629,MEDIUM,5.0,1.0,1.0,Australia
SAI,Ferrari,6.0,82.572,MEDIUM,6.0,1.0,1.0,Australia
SAI,Ferrari,7.0,82.434,MEDIUM,7.0,1.0,1.0,Australia
SAI,Ferrari,8.0,82.303,MEDIUM,8.0,1.0,1.0,Australia
SAI,Ferrari,9.0,82.025,MEDIUM,9.0,1.0,1.0,Australia
SAI,Ferrari,10.0,81.715,MEDIUM,10.0,1.0,1.0,Australia
SAI,Ferrari,11.0,81.938,MEDIUM,11.0,1.0,1.0,Australia
SAI,Ferrari,12.0,82.175,MEDIUM,12.0,1.0,1.0,Australia
SAI,Ferrari,13.0,82.205,MEDIUM,13.0,1.0,1.0,Australia
SAI,Ferrari,14.0,82.487,MEDIUM,14.0,1.0,1.0,Australia
SAI,Ferrari,15.0,82.62,MEDIUM,15.0,1.0,1.0,Australia
SAI,Ferrari,19.0,81.811,HARD,3.0,2.0,1.0,Australia
SAI,Ferrari,20.0,81.602,HARD,4.0,2.0,1.0,Australia
SAI,Ferrari,21.0,81.931,HARD,5.0,2.0,1.0,Australia
SAI,Ferrari,22.0,81.471,HARD,6.0,2.0,1.0,Australia
SAI,Ferrari,23.0,81.531,HARD,7.0,2.0,1.0,Australia
SAI,Ferrari,24.0,81.458,HARD,8.0,2.0,1.0,Australia
SAI,Ferrari,25.0,81.243,HARD,9.0,2.0,1.0,Australia
SAI,Ferrari,26.0,81.078,HARD,10.0,2.0,1.0,Australia
SAI,Ferrari,27.0,81.457,HARD,11.0,2.0,1.0,Australia
SAI,Ferrari,28.0,81.44,HARD,12.0,2.0,1.0,Australia
SAI,Ferrari,29.0,81.489,HARD,13.0,2.0,1.0,Australia
SAI,Ferrari,30.0,81.623,HARD,14.0,2.0,1.0,Australia
SAI,Ferrari,31.0,81.282,HARD,15.0,2.0,1.0,Australia
SAI,Ferrari,32.0,81.205,HARD,16.0,2.0,1.0,Australia
SAI,Ferrari,33.0,81.495,HARD,17.0,2.0,1.0,Australia
SAI,Ferrari,34.0,81.717,HARD,18.0,2.0,1.0,Australia
SAI,Ferrari,35.0,81.721,HARD,19.0,2.0,1.0,Australia
SAI,Ferrari,36.0,82.018,HARD,20.0,2.0,1.0,Australia
SAI,Ferrari,37.0,81.971,HARD,21.0,2.0,1.0,Australia
SAI,Ferrari,38.0,81.412,HARD,22.0,2.0,1.0,Australia
SAI,Ferrari,39.0,81.554,HARD,23.0,2.0,1.0,Australia
SAI,Ferrari,40.0,81.443,HARD,24.0,2.0,1.0,Australia
SAI,Ferrari,43.0,80.73,HARD,2.0,3.0,1.0,Australia
SAI,Ferrari,44.0,80.767,HARD,3.0,3.0,1.0,Australia
SAI,Ferrari,45.0,80.223,HARD,4.0,3.0,1.0,Australia
SAI,Ferrari,46.0,80.374,HARD,5.0,3.0,1.0,Australia
SAI,Ferrari,47.0,80.203,HARD,6.0,3.0,1.0,Australia
SAI,Ferrari,48.0,80.031,HARD,7.0,3.0,1.0,Australia
SAI,Ferrari,49.0,80.281,HARD,8.0,3.0,1.0,Australia
SAI,Ferrari,50.0,80.45,HARD,9.0,3.0,1.0,Australia
SAI,Ferrari,51.0,80.083,HARD,10.0,3.0,1.0,Australia
SAI,Ferrari,52.0,80.209,HARD,11.0,3.0,1.0,Australia
SAI,Ferrari,53.0,80.615,HARD,12.0,3.0,1.0,Australia
SAI,Ferrari,54.0,80.582,HARD,13.0,3.0,1.0,Australia
SAI,Ferrari,55.0,80.753,HARD,14.0,3.0,1.0,Australia
SAI,Ferrari,56.0,81.098,HARD,15.0,3.0,1.0,Australia
SAI,Ferrari,57.0,80.882,HARD,16.0,3.0,1.0,Australia
STR,Aston Martin,2.0,83.551,MEDIUM,3.0,1.0,8.0,Australia
STR,Aston Martin,3.0,83.196,MEDIUM,4.0,1.0,8.0,Australia
STR,Aston Martin,4.0,83.454,MEDIUM,5.0,1.0,7.0,Australia
STR,Aston Martin,5.0,83.337,MEDIUM,6.0,1.0,7.0,Australia
STR,Aston Martin,6.0,83.027,MEDIUM,7.0,1.0,7.0,Australia
STR,Aston Martin,7.0,83.019,MEDIUM,8.0,1.0,7.0,Australia
STR,Aston Martin,10.0,82.883,HARD,3.0,2.0,10.0,Australia
STR,Aston Martin,11.0,82.718,HARD,4.0,2.0,10.0,Australia
STR,Aston Martin,12.0,83.063,HARD,5.0,2.0,10.0,Australia
STR,Aston Martin,13.0,83.322,HARD,6.0,2.0,10.0,Australia
STR,Aston Martin,14.0,83.106,HARD,7.0,2.0,10.0,Australia
STR,Aston Martin,15.0,83.45,HARD,8.0,2.0,9.0,Australia
STR,Aston Martin,16.0,84.65,HARD,9.0,2.0,9.0,Australia
STR,Aston Martin,18.0,86.001,HARD,11.0,2.0,8.0,Australia
STR,Aston Martin,19.0,83.105,HARD,12.0,2.0,8.0,Australia
STR,Aston Martin,20.0,82.922,HARD,13.0,2.0,8.0,Australia
STR,Aston Martin,21.0,82.628,HARD,14.0,2.0,8.0,Australia
STR,Aston Martin,22.0,82.905,HARD,15.0,2.0,8.0,Australia
STR,Aston Martin,23.0,82.861,HARD,16.0,2.0,8.0,Australia
STR,Aston Martin,24.0,82.852,HARD,17.0,2.0,8.0,Australia
STR,Aston Martin,25.0,82.941,HARD,18.0,2.0,8.0,Australia
STR,Aston Martin,26.0,83.294,HARD,19.0,2.0,8.0,Australia
STR,Aston Martin,27.0,83.192,HARD,20.0,2.0,8.0,Australia
STR,Aston Martin,28.0,83.059,HARD,21.0,2.0,8.0,Australia
STR,Aston Martin,29.0,83.135,HARD,22.0,2.0,8.0,Australia
STR,Aston Martin,30.0,83.124,HARD,23.0,2.0,8.0,Australia
STR,Aston Martin,31.0,83.521,HARD,24.0,2.0,8.0,Australia
STR,Aston Martin,32.0,83.157,HARD,25.0,2.0,8.0,Australia
STR,Aston Martin,33.0,83.266,HARD,26.0,2.0,8.0,Australia
STR,Aston Martin,34.0,83.114,HARD,27.0,2.0,8.0,Australia
STR,Aston Martin,35.0,83.398,HARD,28.0,2.0,8.0,Australia
STR,Aston Martin,36.0,83.207,HARD,29.0,2.0,7.0,Australia
STR,Aston Martin,39.0,82.042,HARD,3.0,3.0,8.0,Australia
STR,Aston Martin,40.0,82.1,HARD,4.0,3.0,8.0,Australia
STR,Aston Martin,41.0,82.244,HARD,5.0,3.0,8.0,Australia
STR,Aston Martin,42.0,81.829,HARD,6.0,3.0,8.0,Australia
STR,Aston Martin,43.0,81.722,HARD,7.0,3.0,8.0,Australia
STR,Aston Martin,44.0,81.992,HARD,8.0,3.0,8.0,Australia
STR,Aston Martin,45.0,81.603,HARD,9.0,3.0,8.0,Australia
STR,Aston Martin,46.0,81.431,HARD,10.0,3.0,8.0,Australia
STR,Aston Martin,47.0,81.014,HARD,11.0,3.0,8.0,Australia
STR,Aston Martin,48.0,81.109,HARD,12.0,3.0,8.0,Australia
STR,Aston Martin,49.0,80.93,HARD,13.0,3.0,8.0,Australia
STR,Aston Martin,50.0,80.991,HARD,14.0,3.0,8.0,Australia
STR,Aston Martin,51.0,81.121,HARD,15.0,3.0,8.0,Australia
STR,Aston Martin,52.0,81.213,HARD,16.0,3.0,8.0,Australia
STR,Aston Martin,53.0,81.063,HARD,17.0,3.0,8.0,Australia
STR,Aston Martin,54.0,81.13,HARD,18.0,3.0,8.0,Australia
STR,Aston Martin,55.0,81.272,HARD,19.0,3.0,8.0,Australia
STR,Aston Martin,56.0,81.233,HARD,20.0,3.0,8.0,Australia
TSU,RB,2.0,83.807,MEDIUM,2.0,1.0,9.0,Australia
TSU,RB,3.0,83.203,MEDIUM,3.0,1.0,9.0,Australia
TSU,RB,4.0,83.434,MEDIUM,4.0,1.0,8.0,Australia
TSU,RB,5.0,83.31,MEDIUM,5.0,1.0,8.0,Australia
TSU,RB,6.0,83.445,MEDIUM,6.0,1.0,8.0,Australia
TSU,RB,7.0,82.864,MEDIUM,7.0,1.0,8.0,Australia
TSU,RB,8.0,83.381,MEDIUM,8.0,1.0,6.0,Australia
TSU,RB,11.0,82.898,HARD,2.0,2.0,12.0,Australia
TSU,RB,12.0,82.799,HARD,3.0,2.0,12.0,Australia
TSU,RB,13.0,83.032,HARD,4.0,2.0,12.0,Australia
TSU,RB,14.0,82.823,HARD,5.0,2.0,12.0,Australia
TSU,RB,15.0,83.336,HARD,6.0,2.0,12.0,Australia
TSU,RB,16.0,83.252,HARD,7.0,2.0,11.0,Australia
TSU,RB,18.0,84.892,HARD,9.0,2.0,9.0,Australia
TSU,RB,19.0,82.994,HARD,10.0,2.0,9.0,Australia
TSU,RB,20.0,83.048,HARD,11.0,2.0,9.0,Australia
TSU,RB,21.0,82.968,HARD,12.0,2.0,9.0,Australia
TSU,RB,22.0,82.673,HARD,13.0,2.0,9.0,Australia
TSU,RB,23.0,82.953,HARD,14.0,2.0,9.0,Australia
TSU,RB,24.0,83.026,HARD,15.0,2.0,9.0,Australia
TSU,RB,25.0,83.001,HARD,16.0,2.0,9.0,Australia
TSU,RB,26.0,83.302,HARD,17.0,2.0,9.0,Australia
TSU,RB,27.0,83.248,HARD,18.0,2.0,9.0,Australia
TSU,RB,28.0,83.075,HARD,19.0,2.0,9.0,Australia
TSU,RB,29.0,83.498,HARD,20.0,2.0,9.0,Australia
TSU,RB,30.0,83.382,HARD,21.0,2.0,9.0,Australia
TSU,RB,31.0,83.367,HARD,22.0,2.0,9.0,Australia
TSU,RB,32.0,83.39,HARD,23.0,2.0,9.0,Australia
TSU,RB,33.0,83.226,HARD,24.0,2.0,9.0,Australia
TSU,RB,34.0,83.323,HARD,25.0,2.0,9.0,Australia
TSU,RB,35.0,83.289,HARD,26.0,2.0,9.0,Australia
TSU,RB,38.0,81.924,HARD,2.0,3.0,10.0,Australia
TSU,RB,39.0,82.247,HARD,3.0,3.0,10.0,Australia
TSU,RB,40.0,83.218,HARD,4.0,3.0,9.0,Australia
TSU,RB,41.0,81.764,HARD,5.0,3.0,9.0,Australia
TSU,RB,42.0,81.784,HARD,6.0,3.0,9.0,Australia
TSU,RB,43.0,81.928,HARD,7.0,3.0,9.0,Australia
TSU,RB,44.0,81.824,HARD,8.0,3.0,9.0,Australia
TSU,RB,45.0,81.696,HARD,9.0,3.0,9.0,Australia
TSU,RB,46.0,81.134,HARD,10.0,3.0,9.0,Australia
TSU,RB,47.0,81.254,HARD,11.0,3.0,9.0,Australia
TSU,RB,48.0,81.174,HARD,12.0,3.0,9.0,Australia
TSU,RB,49.0,81.303,HARD,13.0,3.0,9.0,Australia
TSU,RB,50.0,81.285,HARD,14.0,3.0,9.0,Australia
TSU,RB,51.0,81.568,HARD,15.0,3.0,9.0,Australia
TSU,RB,52.0,81.647,HARD,16.0,3.0,9.0,Australia
TSU,RB,53.0,81.553,HARD,17.0,3.0,9.0,Australia
TSU,RB,54.0,81.716,HARD,18.0,3.0,9.0,Australia
TSU,RB,55.0,81.677,HARD,19.0,3.0,9.0,Australia
TSU,RB,56.0,81.812,HARD,20.0,3.0,9.0,Australia
VER,Red Bull Racing,1.0,87.458,MEDIUM,1.0,1.0,1.0,Australia
VER,Red Bull Racing,2.0,84.099,MEDIUM,2.0,1.0,2.0,Australia
VER,Red Bull Racing,3.0,83.115,MEDIUM,3.0,1.0,2.0,Australia
ZHO,Kick Sauber,2.0,84.379,SOFT,2.0,1.0,19.0,Australia
ZHO,Kick Sauber,3.0,83.912,SOFT,3.0,1.0,19.0,Australia
ZHO,Kick Sauber,4.0,83.948,SOFT,4.0,1.0,18.0,Australia
ZHO,Kick Sauber,5.0,84.161,SOFT,5.0,1.0,17.0,Australia
ZHO,Kick Sauber,8.0,84.402,HARD,3.0,2.0,17.0,Australia
ZHO,Kick Sauber,9.0,83.624,HARD,4.0,2.0,17.0,Australia
ZHO,Kick Sauber,10.0,83.66,HARD,5.0,2.0,17.0,Australia
ZHO,Kick Sauber,11.0,83.447,HARD,6.0,2.0,17.0,Australia
ZHO,Kick Sauber,12.0,83.177,HARD,7.0,2.0,17.0,Australia
ZHO,Kick Sauber,13.0,83.471,HARD,8.0,2.0,17.0,Australia
ZHO,Kick Sauber,14.0,83.302,HARD,9.0,2.0,17.0,Australia
ZHO,Kick Sauber,15.0,83.329,HARD,10.0,2.0,17.0,Australia
ZHO,Kick Sauber,16.0,83.339,HARD,11.0,2.0,15.0,Australia
ZHO,Kick Sauber,18.0,84.958,HARD,13.0,2.0,14.0,Australia
ZHO,Kick Sauber,19.0,83.537,HARD,14.0,2.0,14.0,Australia
ZHO,Kick Sauber,20.0,83.069,HARD,15.0,2.0,14.0,Australia
ZHO,Kick Sauber,21.0,83.473,HARD,16.0,2.0,14.0,Australia
ZHO,Kick Sauber,22.0,83.431,HARD,17.0,2.0,14.0,Australia
ZHO,Kick Sauber,23.0,83.264,HARD,18.0,2.0,14.0,Australia
ZHO,Kick Sauber,24.0,83.196,HARD,19.0,2.0,14.0,Australia
ZHO,Kick Sauber,25.0,83.031,HARD,20.0,2.0,14.0,Australia
ZHO,Kick Sauber,26.0,83.062,HARD,21.0,2.0,14.0,Australia
ZHO,Kick Sauber,27.0,83.097,HARD,22.0,2.0,13.0,Australia
ZHO,Kick Sauber,28.0,83.023,HARD,23.0,2.0,13.0,Australia
ZHO,Kick Sauber,29.0,82.602,HARD,24.0,2.0,12.0,Australia
ZHO,Kick Sauber,30.0,82.989,HARD,25.0,2.0,12.0,Australia
ZHO,Kick Sauber,31.0,82.826,HARD,26.0,2.0,12.0,Australia
ZHO,Kick Sauber,32.0,83.17,HARD,27.0,2.0,12.0,Australia
ZHO,Kick Sauber,33.0,83.246,HARD,28.0,2.0,11.0,Australia
ZHO,Kick Sauber,34.0,83.068,HARD,29.0,2.0,11.0,Australia
ZHO,Kick Sauber,37.0,82.598,HARD,2.0,3.0,17.0,Australia
ZHO,Kick Sauber,38.0,82.43,HARD,3.0,3.0,17.0,Australia
ZHO,Kick Sauber,39.0,82.008,HARD,4.0,3.0,17.0,Australia
ZHO,Kick Sauber,40.0,81.908,HARD,5.0,3.0,17.0,Australia
ZHO,Kick Sauber,41.0,83.999,HARD,6.0,3.0,17.0,Australia
ZHO,Kick Sauber,42.0,82.195,HARD,7.0,3.0,17.0,Australia
ZHO,Kick Sauber,43.0,83.827,HARD,8.0,3.0,16.0,Australia
ZHO,Kick Sauber,44.0,82.147,HARD,9.0,3.0,16.0,Australia
ZHO,Kick Sauber,45.0,81.609,HARD,10.0,3.0,16.0,Australia
ZHO,Kick Sauber,46.0,81.663,HARD,11.0,3.0,16.0,Australia
ZHO,Kick Sauber,47.0,81.776,HARD,12.0,3.0,16.0,Australia
ZHO,Kick Sauber,48.0,83.135,HARD,13.0,3.0,16.0,Australia
ZHO,Kick Sauber,49.0,81.327,HARD,14.0,3.0,16.0,Australia
ZHO,Kick Sauber,50.0,81.831,HARD,15.0,3.0,16.0,Australia
ZHO,Kick Sauber,51.0,81.83,HARD,16.0,3.0,16.0,Australia
ZHO,Kick Sauber,52.0,82.06,HARD,17.0,3.0,16.0,Australia
ZHO,Kick Sauber,53.0,82.184,HARD,18.0,3.0,16.0,Australia
ZHO,Kick Sauber,54.0,82.067,HARD,19.0,3.0,16.0,Australia
ZHO,Kick Sauber,55.0,81.798,HARD,20.0,3.0,16.0,Australia
ZHO,Kick Sauber,56.0,88.058,HARD,21.0,3.0,16.0,Australia
ALB,Williams,1.0,109.364,MEDIUM,1.0,1.0,13.0,China
ALB,Williams,2.0,103.157,MEDIUM,2.0,1.0,13.0,China
ALB,Williams,3.0,103.014,MEDIUM,3.0,1.0,13.0,China
ALB,Williams,4.0,102.975,MEDIUM,4.0,1.0,13.0,China
ALB,Williams,5.0,103.392,MEDIUM,5.0,1.0,13.0,China
ALB,Williams,6.0,103.353,MEDIUM,6.0,1.0,13.0,China
ALB,Williams,7.0,103.361,MEDIUM,7.0,1.0,13.0,China
ALB,Williams,8.0,103.991,MEDIUM,8.0,1.0,12.0,China
ALB,Williams,11.0,102.937,MEDIUM,2.0,2.0,19.0,China
ALB,Williams,12.0,102.151,MEDIUM,3.0,2.0,18.0,China
ALB,Williams,13.0,102.608,MEDIUM,4.0,2.0,17.0,China
ALB,Williams,14.0,103.274,MEDIUM,5.0,2.0,17.0,China
ALB,Williams,15.0,102.762,MEDIUM,6.0,2.0,16.0,China
ALB,Williams,16.0,102.611,MEDIUM,7.0,2.0,16.0,China
ALB,Williams,17.0,103.118,MEDIUM,8.0,2.0,17.0,China
ALB,Williams,18.0,103.004,MEDIUM,9.0,2.0,16.0,China
ALB,Williams,19.0,103.187,MEDIUM,10.0,2.0,16.0,China
ALB,Williams,20.0,103.186,MEDIUM,11.0,2.0,15.0,China
ALB,Williams,25.0,111.954,HARD,2.0,3.0,16.0,China
ALB,Williams,32.0,102.221,HARD,9.0,3.0,13.0,China
ALB,Williams,33.0,101.269,HARD,10.0,3.0,12.0,China
ALB,Williams,34.0,100.79,HARD,11.0,3.0,12.0,China
ALB,Williams,35.0,101.335,HARD,12.0,3.0,12.0,China
ALB,Williams,36.0,101.38,HARD,13.0,3.0,12.0,China
ALB,Williams,37.0,101.261,HARD,14.0,3.0,12.0,China
ALB,Williams,38.0,101.088,HARD,15.0,3.0,12.0,China
