Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds
0 days 01:23:11.386000,OCO,31,0 days 00:01:42.443000,16.0,2.0,,,0 days 00:00:27.243000,0 days 00:00:30.738000,0 days 00:00:44.462000,0 days 01:21:56.240000,0 days 01:22:26.978000,0 days 01:23:11.440000,266.0,259.0,253.0,303.0,False,HARD,7.0,True,Alpine,0 days 01:21:28.943000,2024-04-21 07:29:47.616,1,13.0,False,,False,True,102.443
0 days 01:24:53.936000,OCO,31,0 days 00:01:42.550000,17.0,2.0,,,0 days 00:00:27.267000,0 days 00:00:30.705000,0 days 00:00:44.578000,0 days 01:23:38.707000,0 days 01:24:09.412000,0 days 01:24:53.990000,266.0,259.0,254.0,303.0,False,HARD,8.0,True,Alpine,0 days 01:23:11.386000,2024-04-21 07:31:30.059,1,12.0,False,,False,True,102.55
0 days 01:26:36.422000,OCO,31,0 days 00:01:42.486000,18.0,2.0,,,0 days 00:00:27.338000,0 days 00:00:30.703000,0 days 00:00:44.445000,0 days 01:25:21.328000,0 days 01:25:52.031000,0 days 01:26:36.476000,267.0,259.0,253.0,305.0,False,HARD,9.0,True,Alpine,0 days 01:24:53.936000,2024-04-21 07:33:12.609,1,12.0,False,,False,True,102.486
0 days 01:28:18.966000,OCO,31,0 days 00:01:42.544000,19.0,2.0,,,0 days 00:00:27.397000,0 days 00:00:30.700000,0 days 00:00:44.447000,0 days 01:27:03.873000,0 days 01:27:34.573000,0 days 01:28:19.020000,267.0,260.0,255.0,303.0,False,HARD,10.0,True,Alpine,0 days 01:26:36.422000,2024-04-21 07:34:55.095,1,12.0,False,,False,True,102.544
0 days 01:30:01.565000,OCO,31,0 days 00:01:42.599000,20.0,2.0,,,0 days 00:00:27.330000,0 days 00:00:30.683000,0 days 00:00:44.586000,0 days 01:28:46.350000,0 days 01:29:17.033000,0 days 01:30:01.619000,267.0,259.0,254.0,302.0,False,HARD,11.0,True,Alpine,0 days 01:28:18.966000,2024-04-21 07:36:37.639,12,11.0,False,,False,True,102.599
0 days 01:56:39.499000,OCO,31,0 days 00:01:41.902000,32.0,3.0,,,0 days 00:00:26.904000,0 days 00:00:30.937000,0 days 00:00:44.061000,0 days 01:55:24.555000,0 days 01:55:55.492000,0 days 01:56:39.553000,275.0,272.0,255.0,314.0,False,HARD,9.0,True,Alpine,0 days 01:54:57.597000,2024-04-21 08:03:16.270,1,11.0,False,,False,True,101.902
0 days 01:58:20.436000,OCO,31,0 days 00:01:40.937000,33.0,3.0,,,0 days 00:00:26.841000,0 days 00:00:30.139000,0 days 00:00:43.957000,0 days 01:57:06.394000,0 days 01:57:36.533000,0 days 01:58:20.490000,269.0,263.0,255.0,305.0,True,HARD,10.0,True,Alpine,0 days 01:56:39.499000,2024-04-21 08:04:58.172,1,11.0,False,,False,True,100.937
0 days 02:00:01.408000,OCO,31,0 days 00:01:40.972000,34.0,3.0,,,0 days 00:00:26.909000,0 days 00:00:30.284000,0 days 00:00:43.779000,0 days 01:58:47.399000,0 days 01:59:17.683000,0 days 02:00:01.462000,269.0,263.0,256.0,306.0,False,HARD,11.0,True,Alpine,0 days 01:58:20.436000,2024-04-21 08:06:39.109,1,11.0,False,,False,True,100.972
0 days 02:01:42.417000,OCO,31,0 days 00:01:41.009000,35.0,3.0,,,0 days 00:00:26.806000,0 days 00:00:30.340000,0 days 00:00:43.863000,0 days 02:00:28.268000,0 days 02:00:58.608000,0 days 02:01:42.471000,270.0,266.0,257.0,308.0,False,HARD,12.0,True,Alpine,0 days 02:00:01.408000,2024-04-21 08:08:20.081,1,11.0,False,,False,True,101.009
0 days 02:03:23.611000,OCO,31,0 days 00:01:41.194000,36.0,3.0,,,0 days 00:00:27.012000,0 days 00:00:30.386000,0 days 00:00:43.796000,0 days 02:02:09.483000,0 days 02:02:39.869000,0 days 02:03:23.665000,271.0,263.0,257.0,307.0,False,HARD,13.0,True,Alpine,0 days 02:01:42.417000,2024-04-21 08:10:01.090,1,11.0,False,,False,True,101.194
0 days 02:05:04.972000,OCO,31,0 days 00:01:41.361000,37.0,3.0,,,0 days 00:00:27.147000,0 days 00:00:30.394000,0 days 00:00:43.820000,0 days 02:03:50.812000,0 days 02:04:21.206000,0 days 02:05:05.026000,271.0,263.0,257.0,307.0,False,HARD,14.0,True,Alpine,0 days 02:03:23.611000,2024-04-21 08:11:42.284,1,11.0,False,,False,True,101.361
0 days 02:06:46.103000,OCO,31,0 days 00:01:41.131000,38.0,3.0,,,0 days 00:00:27.017000,0 days 00:00:30.303000,0 days 00:00:43.811000,0 days 02:05:32.043000,0 days 02:06:02.346000,0 days 02:06:46.157000,271.0,265.0,256.0,308.0,False,HARD,15.0,True,Alpine,0 days 02:05:04.972000,2024-04-21 08:13:23.645,1,11.0,False,,False,True,101.131
0 days 02:08:27.416000,OCO,31,0 days 00:01:41.313000,39.0,3.0,,,0 days 00:00:27.103000,0 days 00:00:30.393000,0 days 00:00:43.817000,0 days 02:07:13.260000,0 days 02:07:43.653000,0 days 02:08:27.470000,271.0,265.0,256.0,308.0,False,HARD,16.0,True,Alpine,0 days 02:06:46.103000,2024-04-21 08:15:04.776,1,11.0,False,,False,True,101.313
0 days 02:10:09.008000,OCO,31,0 days 00:01:41.592000,40.0,3.0,,,0 days 00:00:27.062000,0 days 00:00:30.528000,0 days 00:00:44.002000,0 days 02:08:54.532000,0 days 02:09:25.060000,0 days 02:10:09.062000,270.0,265.0,256.0,307.0,False,HARD,17.0,True,Alpine,0 days 02:08:27.416000,2024-04-21 08:16:46.089,1,11.0,False,,False,True,101.592
0 days 02:11:50.661000,OCO,31,0 days 00:01:41.653000,41.0,3.0,,,0 days 00:00:27.133000,0 days 00:00:30.517000,0 days 00:00:44.003000,0 days 02:10:36.195000,0 days 02:11:06.712000,0 days 02:11:50.715000,271.0,265.0,258.0,306.0,False,HARD,18.0,True,Alpine,0 days 02:10:09.008000,2024-04-21 08:18:27.681,1,11.0,False,,False,True,101.653
0 days 02:13:32.176000,OCO,31,0 days 00:01:41.515000,42.0,3.0,,,0 days 00:00:26.965000,0 days 00:00:30.541000,0 days 00:00:44.009000,0 days 02:12:17.680000,0 days 02:12:48.221000,0 days 02:13:32.230000,271.0,264.0,256.0,306.0,False,HARD,19.0,True,Alpine,0 days 02:11:50.661000,2024-04-21 08:20:09.334,1,11.0,False,,False,True,101.515
0 days 02:15:13.711000,OCO,31,0 days 00:01:41.535000,43.0,3.0,,,0 days 00:00:27.081000,0 days 00:00:30.398000,0 days 00:00:44.056000,0 days 02:13:59.311000,0 days 02:14:29.709000,0 days 02:15:13.765000,270.0,265.0,256.0,305.0,False,HARD,20.0,True,Alpine,0 days 02:13:32.176000,2024-04-21 08:21:50.849,1,11.0,False,,False,True,101.535
0 days 02:16:54.951000,OCO,31,0 days 00:01:41.240000,44.0,3.0,,,0 days 00:00:27.029000,0 days 00:00:30.325000,0 days 00:00:43.886000,0 days 02:15:40.794000,0 days 02:16:11.119000,0 days 02:16:55.005000,270.0,265.0,257.0,306.0,False,HARD,21.0,True,Alpine,0 days 02:15:13.711000,2024-04-21 08:23:32.384,1,10.0,False,,False,True,101.24
0 days 02:18:36.374000,OCO,31,0 days 00:01:41.423000,45.0,3.0,,,0 days 00:00:27.049000,0 days 00:00:30.418000,0 days 00:00:43.956000,0 days 02:17:22.054000,0 days 02:17:52.472000,0 days 02:18:36.428000,270.0,263.0,257.0,304.0,False,HARD,22.0,True,Alpine,0 days 02:16:54.951000,2024-04-21 08:25:13.624,1,10.0,False,,False,True,101.423
0 days 02:20:18.458000,OCO,31,0 days 00:01:42.084000,46.0,3.0,,,0 days 00:00:27.082000,0 days 00:00:31.055000,0 days 00:00:43.947000,0 days 02:19:03.510000,0 days 02:19:34.565000,0 days 02:20:18.512000,269.0,266.0,256.0,322.0,False,HARD,23.0,True,Alpine,0 days 02:18:36.374000,2024-04-21 08:26:55.047,1,11.0,False,,False,True,102.084
0 days 02:22:00.201000,OCO,31,0 days 00:01:41.743000,47.0,3.0,,,0 days 00:00:27.150000,0 days 00:00:30.446000,0 days 00:00:44.147000,0 days 02:20:45.662000,0 days 02:21:16.108000,0 days 02:22:00.255000,270.0,264.0,258.0,303.0,False,HARD,24.0,True,Alpine,0 days 02:20:18.458000,2024-04-21 08:28:37.131,1,11.0,False,,False,True,101.743
0 days 02:23:41.502000,OCO,31,0 days 00:01:41.301000,48.0,3.0,,,0 days 00:00:26.945000,0 days 00:00:30.304000,0 days 00:00:44.052000,0 days 02:22:27.200000,0 days 02:22:57.504000,0 days 02:23:41.556000,270.0,263.0,257.0,302.0,False,HARD,25.0,True,Alpine,0 days 02:22:00.201000,2024-04-21 08:30:18.874,1,11.0,False,,False,True,101.301
0 days 02:25:22.799000,OCO,31,0 days 00:01:41.297000,49.0,3.0,,,0 days 00:00:26.952000,0 days 00:00:30.342000,0 days 00:00:44.003000,0 days 02:24:08.508000,0 days 02:24:38.850000,0 days 02:25:22.853000,270.0,264.0,257.0,303.0,False,HARD,26.0,True,Alpine,0 days 02:23:41.502000,2024-04-21 08:32:00.175,1,11.0,False,,False,True,101.297
0 days 02:27:04.366000,OCO,31,0 days 00:01:41.567000,50.0,3.0,,,0 days 00:00:26.962000,0 days 00:00:30.524000,0 days 00:00:44.081000,0 days 02:25:49.815000,0 days 02:26:20.339000,0 days 02:27:04.420000,269.0,261.0,256.0,302.0,False,HARD,27.0,True,Alpine,0 days 02:25:22.799000,2024-04-21 08:33:41.472,1,11.0,False,,False,True,101.567
0 days 02:28:45.843000,OCO,31,0 days 00:01:41.477000,51.0,3.0,,,0 days 00:00:26.927000,0 days 00:00:30.452000,0 days 00:00:44.098000,0 days 02:27:31.347000,0 days 02:28:01.799000,0 days 02:28:45.897000,269.0,262.0,256.0,301.0,False,HARD,28.0,True,Alpine,0 days 02:27:04.366000,2024-04-21 08:35:23.039,1,11.0,False,,False,True,101.477
0 days 02:30:27.402000,OCO,31,0 days 00:01:41.559000,52.0,3.0,,,0 days 00:00:26.953000,0 days 00:00:30.616000,0 days 00:00:43.990000,0 days 02:29:12.850000,0 days 02:29:43.466000,0 days 02:30:27.456000,270.0,261.0,256.0,301.0,False,HARD,29.0,True,Alpine,0 days 02:28:45.843000,2024-04-21 08:37:04.516,1,11.0,False,,False,True,101.559
0 days 02:32:09.054000,OCO,31,0 days 00:01:41.652000,53.0,3.0,,,0 days 00:00:27.039000,0 days 00:00:30.563000,0 days 00:00:44.050000,0 days 02:30:54.495000,0 days 02:31:25.058000,0 days 02:32:09.108000,268.0,262.0,258.0,302.0,False,HARD,30.0,True,Alpine,0 days 02:30:27.402000,2024-04-21 08:38:46.075,1,11.0,False,,False,True,101.652
0 days 02:33:50.576000,OCO,31,0 days 00:01:41.522000,54.0,3.0,,,0 days 00:00:26.963000,0 days 00:00:30.578000,0 days 00:00:43.981000,0 days 02:32:36.071000,0 days 02:33:06.649000,0 days 02:33:50.630000,269.0,263.0,257.0,308.0,False,HARD,31.0,True,Alpine,0 days 02:32:09.054000,2024-04-21 08:40:27.727,1,11.0,False,,False,True,101.522
0 days 02:35:32.150000,OCO,31,0 days 00:01:41.574000,55.0,3.0,,,0 days 00:00:26.940000,0 days 00:00:30.464000,0 days 00:00:44.170000,0 days 02:34:17.570000,0 days 02:34:48.034000,0 days 02:35:32.204000,271.0,267.0,257.0,306.0,False,HARD,32.0,True,Alpine,0 days 02:33:50.576000,2024-04-21 08:42:09.249,1,11.0,False,,False,True,101.574
0 days 02:37:13.801000,OCO,31,0 days 00:01:41.651000,56.0,3.0,,,0 days 00:00:27.090000,0 days 00:00:30.552000,0 days 00:00:44.009000,0 days 02:35:59.294000,0 days 02:36:29.846000,0 days 02:37:13.855000,275.0,269.0,257.0,307.0,False,HARD,33.0,True,Alpine,0 days 02:35:32.150000,2024-04-21 08:43:50.823,1,11.0,False,,False,True,101.651
0 days 00:57:02.405000,PER,11,0 days 00:01:43.970000,1.0,1.0,,,,0 days 00:00:31.037000,0 days 00:00:43.769000,,0 days 00:56:18.700000,0 days 00:57:02.577000,282.0,270.0,255.0,310.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:55:18.169000,2024-04-21 07:03:36.842,1,3.0,False,,False,False,103.97
0 days 00:58:43.286000,PER,11,0 days 00:01:40.881000,2.0,1.0,,,0 days 00:00:26.856000,0 days 00:00:30.498000,0 days 00:00:43.527000,0 days 00:57:29.298000,0 days 00:57:59.796000,0 days 00:58:43.323000,271.0,266.0,260.0,331.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:57:02.405000,2024-04-21 07:05:21.078,1,3.0,False,,False,True,100.881
0 days 01:00:24.259000,PER,11,0 days 00:01:40.973000,3.0,1.0,,,0 days 00:00:27.004000,0 days 00:00:30.644000,0 days 00:00:43.325000,0 days 00:59:10.327000,0 days 00:59:40.971000,0 days 01:00:24.296000,273.0,267.0,260.0,329.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:58:43.286000,2024-04-21 07:07:01.959,1,3.0,False,,False,True,100.973
0 days 01:02:05.863000,PER,11,0 days 00:01:41.604000,4.0,1.0,,,0 days 00:00:27,0 days 00:00:30.985000,0 days 00:00:43.619000,0 days 01:00:51.296000,0 days 01:01:22.281000,0 days 01:02:05.900000,271.0,266.0,260.0,331.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:00:24.259000,2024-04-21 07:08:42.932,1,3.0,False,,False,True,101.604
0 days 01:03:47.488000,PER,11,0 days 00:01:41.625000,5.0,1.0,,,0 days 00:00:26.937000,0 days 00:00:30.787000,0 days 00:00:43.901000,0 days 01:02:32.837000,0 days 01:03:03.624000,0 days 01:03:47.525000,280.0,257.0,254.0,305.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:02:05.863000,2024-04-21 07:10:24.536,1,2.0,False,,False,True,101.625
0 days 01:05:29.144000,PER,11,0 days 00:01:41.656000,6.0,1.0,,,0 days 00:00:27.190000,0 days 00:00:30.742000,0 days 00:00:43.724000,0 days 01:04:14.715000,0 days 01:04:45.457000,0 days 01:05:29.181000,270.0,259.0,255.0,309.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:03:47.488000,2024-04-21 07:12:06.161,1,2.0,False,,False,True,101.656
0 days 01:07:10.727000,PER,11,0 days 00:01:41.583000,7.0,1.0,,,0 days 00:00:27.096000,0 days 00:00:30.603000,0 days 00:00:43.884000,0 days 01:05:56.277000,0 days 01:06:26.880000,0 days 01:07:10.764000,269.0,262.0,254.0,309.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:05:29.144000,2024-04-21 07:13:47.817,1,2.0,False,,False,True,101.583
0 days 01:08:52.440000,PER,11,0 days 00:01:41.713000,8.0,1.0,,,0 days 00:00:27.121000,0 days 00:00:30.761000,0 days 00:00:43.831000,0 days 01:07:37.885000,0 days 01:08:08.646000,0 days 01:08:52.477000,267.0,257.0,253.0,306.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:07:10.727000,2024-04-21 07:15:29.400,1,2.0,False,,False,True,101.713
0 days 01:10:34.208000,PER,11,0 days 00:01:41.768000,9.0,1.0,,,0 days 00:00:27.242000,0 days 00:00:30.619000,0 days 00:00:43.907000,0 days 01:09:19.719000,0 days 01:09:50.338000,0 days 01:10:34.245000,269.0,260.0,253.0,310.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:08:52.440000,2024-04-21 07:17:11.113,1,2.0,False,,False,True,101.768
0 days 01:12:16.048000,PER,11,0 days 00:01:41.840000,10.0,1.0,,,0 days 00:00:27.198000,0 days 00:00:30.848000,0 days 00:00:43.794000,0 days 01:11:01.443000,0 days 01:11:32.291000,0 days 01:12:16.085000,271.0,263.0,253.0,309.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:10:34.208000,2024-04-21 07:18:52.881,1,2.0,False,,False,True,101.84
0 days 01:13:57.815000,PER,11,0 days 00:01:41.767000,11.0,1.0,,,0 days 00:00:27.220000,0 days 00:00:30.826000,0 days 00:00:43.721000,0 days 01:12:43.305000,0 days 01:13:14.131000,0 days 01:13:57.852000,269.0,261.0,254.0,308.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:12:16.048000,2024-04-21 07:20:34.721,1,2.0,False,,False,True,101.767
0 days 01:15:40.081000,PER,11,0 days 00:01:42.266000,12.0,1.0,,,0 days 00:00:27.442000,0 days 00:00:30.963000,0 days 00:00:43.861000,0 days 01:14:25.294000,0 days 01:14:56.257000,0 days 01:15:40.118000,273.0,263.0,255.0,309.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:13:57.815000,2024-04-21 07:22:16.488,1,2.0,False,,False,True,102.266
0 days 01:21:05.240000,PER,11,0 days 00:01:40.038000,15.0,2.0,,,0 days 00:00:26.702000,0 days 00:00:30.175000,0 days 00:00:43.161000,0 days 01:19:51.941000,0 days 01:20:22.116000,0 days 01:21:05.277000,271.0,264.0,257.0,314.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:19:25.202000,2024-04-21 07:27:43.875,1,6.0,False,,False,True,100.038
0 days 01:22:45.796000,PER,11,0 days 00:01:40.556000,16.0,2.0,,,0 days 00:00:26.763000,0 days 00:00:30.254000,0 days 00:00:43.539000,0 days 01:21:32.040000,0 days 01:22:02.294000,0 days 01:22:45.833000,275.0,267.0,261.0,312.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:21:05.240000,2024-04-21 07:29:23.913,1,5.0,False,,False,True,100.556
0 days 01:24:27.899000,PER,11,0 days 00:01:42.103000,17.0,2.0,,,0 days 00:00:26.834000,0 days 00:00:31.213000,0 days 00:00:44.056000,0 days 01:23:12.667000,0 days 01:23:43.880000,0 days 01:24:27.936000,279.0,262.0,251.0,334.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:22:45.796000,2024-04-21 07:31:04.469,1,4.0,False,,False,True,102.103
0 days 01:26:08.098000,PER,11,0 days 00:01:40.199000,18.0,2.0,,,0 days 00:00:26.920000,0 days 00:00:30.085000,0 days 00:00:43.194000,0 days 01:24:54.856000,0 days 01:25:24.941000,0 days 01:26:08.135000,271.0,265.0,257.0,311.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:24:27.899000,2024-04-21 07:32:46.572,1,4.0,False,,False,True,100.199
0 days 01:27:48.411000,PER,11,0 days 00:01:40.313000,19.0,2.0,,,0 days 00:00:26.929000,0 days 00:00:30.099000,0 days 00:00:43.285000,0 days 01:26:35.064000,0 days 01:27:05.163000,0 days 01:27:48.448000,270.0,262.0,256.0,310.0,False,HARD,6.0,True,Red Bull Racing,0 days 01:26:08.098000,2024-04-21 07:34:26.771,1,4.0,False,,False,True,100.313
0 days 01:29:28.933000,PER,11,0 days 00:01:40.522000,20.0,2.0,,,0 days 00:00:26.801000,0 days 00:00:30.119000,0 days 00:00:43.602000,0 days 01:28:15.249000,0 days 01:28:45.368000,0 days 01:29:28.970000,271.0,264.0,257.0,311.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:27:48.411000,2024-04-21 07:36:07.084,12,4.0,False,,False,True,100.522
0 days 01:31:16.059000,PER,11,0 days 00:01:47.126000,21.0,2.0,,,0 days 00:00:26.877000,0 days 00:00:30.246000,0 days 00:00:50.003000,0 days 01:29:55.847000,0 days 01:30:26.093000,0 days 01:31:16.096000,274.0,267.0,197.0,311.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:29:28.933000,2024-04-21 07:37:47.606,26,3.0,False,,False,False,107.126
0 days 01:45:08.417000,PER,11,0 days 00:01:49.072000,27.0,3.0,,,0 days 00:00:26.812000,0 days 00:00:30.047000,0 days 00:00:52.213000,0 days 01:43:46.194000,0 days 01:44:16.241000,0 days 01:45:08.454000,277.0,267.0,225.0,313.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:43:19.345000,2024-04-21 07:51:38.018,124,4.0,False,,False,False,109.072
0 days 01:56:32.868000,PER,11,0 days 00:01:39.731000,32.0,3.0,,,0 days 00:00:26.494000,0 days 00:00:29.952000,0 days 00:00:43.285000,0 days 01:55:19.668000,0 days 01:55:49.620000,0 days 01:56:32.905000,279.0,269.0,257.0,313.0,True,HARD,9.0,True,Red Bull Racing,0 days 01:54:53.137000,2024-04-21 08:03:11.810,1,4.0,False,,False,True,99.731
0 days 01:58:12.256000,PER,11,0 days 00:01:39.388000,33.0,3.0,,,0 days 00:00:26.362000,0 days 00:00:29.915000,0 days 00:00:43.111000,0 days 01:56:59.267000,0 days 01:57:29.182000,0 days 01:58:12.293000,275.0,267.0,265.0,330.0,True,HARD,10.0,True,Red Bull Racing,0 days 01:56:32.868000,2024-04-21 08:04:51.541,1,4.0,False,,False,True,99.388
0 days 01:59:51.768000,PER,11,0 days 00:01:39.512000,34.0,3.0,,,0 days 00:00:26.285000,0 days 00:00:30.083000,0 days 00:00:43.144000,0 days 01:58:38.578000,0 days 01:59:08.661000,0 days 01:59:51.805000,278.0,271.0,263.0,328.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:58:12.256000,2024-04-21 08:06:30.929,1,4.0,False,,False,True,99.512
0 days 02:01:31.466000,PER,11,0 days 00:01:39.698000,35.0,3.0,,,0 days 00:00:26.499000,0 days 00:00:30.179000,0 days 00:00:43.020000,0 days 02:00:18.304000,0 days 02:00:48.483000,0 days 02:01:31.503000,279.0,271.0,263.0,330.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:59:51.768000,2024-04-21 08:08:10.441,1,4.0,False,,False,True,99.698
0 days 02:03:11.146000,PER,11,0 days 00:01:39.680000,36.0,3.0,,,0 days 00:00:26.338000,0 days 00:00:30.290000,0 days 00:00:43.052000,0 days 02:01:57.841000,0 days 02:02:28.131000,0 days 02:03:11.183000,280.0,268.0,263.0,330.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:01:31.466000,2024-04-21 08:09:50.139,1,4.0,False,,False,True,99.68
0 days 02:04:51.151000,PER,11,0 days 00:01:40.005000,37.0,3.0,,,0 days 00:00:26.445000,0 days 00:00:30.243000,0 days 00:00:43.317000,0 days 02:03:37.628000,0 days 02:04:07.871000,0 days 02:04:51.188000,280.0,270.0,264.0,331.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:03:11.146000,2024-04-21 08:11:29.819,1,4.0,False,,False,True,100.005
0 days 02:06:31.219000,PER,11,0 days 00:01:40.068000,38.0,3.0,,,0 days 00:00:26.507000,0 days 00:00:30.385000,0 days 00:00:43.176000,0 days 02:05:17.695000,0 days 02:05:48.080000,0 days 02:06:31.256000,281.0,269.0,264.0,331.0,False,HARD,15.0,True,Red Bull Racing,0 days 02:04:51.151000,2024-04-21 08:13:09.824,1,4.0,False,,False,True,100.068
0 days 02:08:10.628000,PER,11,0 days 00:01:39.409000,39.0,3.0,,,0 days 00:00:26.318000,0 days 00:00:30.089000,0 days 00:00:43.002000,0 days 02:06:57.574000,0 days 02:07:27.663000,0 days 02:08:10.665000,282.0,268.0,257.0,310.0,False,HARD,16.0,True,Red Bull Racing,0 days 02:06:31.219000,2024-04-21 08:14:49.892,1,3.0,False,,False,True,99.409
0 days 02:09:50.315000,PER,11,0 days 00:01:39.687000,40.0,3.0,,,0 days 00:00:26.606000,0 days 00:00:29.917000,0 days 00:00:43.164000,0 days 02:08:37.271000,0 days 02:09:07.188000,0 days 02:09:50.352000,275.0,268.0,256.0,309.0,False,HARD,17.0,True,Red Bull Racing,0 days 02:08:10.628000,2024-04-21 08:16:29.301,1,3.0,False,,False,True,99.687
0 days 02:11:29.914000,PER,11,0 days 00:01:39.599000,41.0,3.0,,,0 days 00:00:26.600000,0 days 00:00:29.953000,0 days 00:00:43.046000,0 days 02:10:16.952000,0 days 02:10:46.905000,0 days 02:11:29.951000,274.0,268.0,258.0,307.0,False,HARD,18.0,True,Red Bull Racing,0 days 02:09:50.315000,2024-04-21 08:18:08.988,1,3.0,False,,False,True,99.599
0 days 02:13:09.435000,PER,11,0 days 00:01:39.521000,42.0,3.0,,,0 days 00:00:26.403000,0 days 00:00:29.976000,0 days 00:00:43.142000,0 days 02:11:56.354000,0 days 02:12:26.330000,0 days 02:13:09.472000,275.0,268.0,259.0,309.0,False,HARD,19.0,True,Red Bull Racing,0 days 02:11:29.914000,2024-04-21 08:19:48.587,1,3.0,False,,False,True,99.521
0 days 02:14:49.042000,PER,11,0 days 00:01:39.607000,43.0,3.0,,,0 days 00:00:26.529000,0 days 00:00:29.899000,0 days 00:00:43.179000,0 days 02:13:36.001000,0 days 02:14:05.900000,0 days 02:14:49.079000,275.0,268.0,259.0,310.0,False,HARD,20.0,True,Red Bull Racing,0 days 02:13:09.435000,2024-04-21 08:21:28.108,1,3.0,False,,False,True,99.607
0 days 02:16:28.764000,PER,11,0 days 00:01:39.722000,44.0,3.0,,,0 days 00:00:26.487000,0 days 00:00:30.023000,0 days 00:00:43.212000,0 days 02:15:15.566000,0 days 02:15:45.589000,0 days 02:16:28.801000,273.0,267.0,257.0,309.0,False,HARD,21.0,True,Red Bull Racing,0 days 02:14:49.042000,2024-04-21 08:23:07.715,1,3.0,False,,False,True,99.722
0 days 02:18:08.613000,PER,11,0 days 00:01:39.849000,45.0,3.0,,,0 days 00:00:26.591000,0 days 00:00:30.005000,0 days 00:00:43.253000,0 days 02:16:55.392000,0 days 02:17:25.397000,0 days 02:18:08.650000,274.0,268.0,258.0,310.0,False,HARD,22.0,True,Red Bull Racing,0 days 02:16:28.764000,2024-04-21 08:24:47.437,1,3.0,False,,False,True,99.849
0 days 02:19:48.579000,PER,11,0 days 00:01:39.966000,46.0,3.0,,,0 days 00:00:26.686000,0 days 00:00:30.091000,0 days 00:00:43.189000,0 days 02:18:35.336000,0 days 02:19:05.427000,0 days 02:19:48.616000,276.0,268.0,258.0,310.0,False,HARD,23.0,True,Red Bull Racing,0 days 02:18:08.613000,2024-04-21 08:26:27.286,1,3.0,False,,False,True,99.966
0 days 02:21:28.534000,PER,11,0 days 00:01:39.955000,47.0,3.0,,,0 days 00:00:26.660000,0 days 00:00:30.006000,0 days 00:00:43.289000,0 days 02:20:15.276000,0 days 02:20:45.282000,0 days 02:21:28.571000,276.0,268.0,258.0,309.0,False,HARD,24.0,True,Red Bull Racing,0 days 02:19:48.579000,2024-04-21 08:28:07.252,1,3.0,False,,False,True,99.955
0 days 02:23:08.495000,PER,11,0 days 00:01:39.961000,48.0,3.0,,,0 days 00:00:26.647000,0 days 00:00:29.974000,0 days 00:00:43.340000,0 days 02:21:55.218000,0 days 02:22:25.192000,0 days 02:23:08.532000,277.0,269.0,259.0,309.0,False,HARD,25.0,True,Red Bull Racing,0 days 02:21:28.534000,2024-04-21 08:29:47.207,1,3.0,False,,False,True,99.961
0 days 02:24:48.398000,PER,11,0 days 00:01:39.903000,49.0,3.0,,,0 days 00:00:26.588000,0 days 00:00:29.988000,0 days 00:00:43.327000,0 days 02:23:35.120000,0 days 02:24:05.108000,0 days 02:24:48.435000,277.0,269.0,259.0,309.0,False,HARD,26.0,True,Red Bull Racing,0 days 02:23:08.495000,2024-04-21 08:31:27.168,1,3.0,False,,False,True,99.903
0 days 02:26:28.450000,PER,11,0 days 00:01:40.052000,50.0,3.0,,,0 days 00:00:26.645000,0 days 00:00:30.112000,0 days 00:00:43.295000,0 days 02:25:15.080000,0 days 02:25:45.192000,0 days 02:26:28.487000,278.0,268.0,258.0,309.0,False,HARD,27.0,True,Red Bull Racing,0 days 02:24:48.398000,2024-04-21 08:33:07.071,1,3.0,False,,False,True,100.052
